OUT	C.M1	C.M2	C.M3	GC.M1	GC.M2	GC.M3	Taxonomy
OTU_2980	3	2	0	2	2	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__;g__;s__
OTU_2981	2	1	0	4	0	0	k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
OTU_2982	9	17	9	8	6	9	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__VHS-B3-70;g__;s__
OTU_2983	4	23	4	7	3	10	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
OTU_2984	3	0	0	1	0	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Craurococcus;s__
OTU_2985	2	3	4	1	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_2986	0	0	0	6	0	3	k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__;g__;s__
OTU_2987	1	9	3	0	0	2	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__AKYG587;s__
OTU_2988	6	0	5	5	9	6	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
OTU_2989	2	3	3	3	1	3	k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__
OTU_2990	0	0	0	1	3	9	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__
OTU_2991	0	1	2	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__;g__;s__
OTU_2992	1	5	0	1	1	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9_marine_group;g__;s__
OTU_2993	5	11	7	1	3	4	k__Bacteria;p__Actinobacteria;c__TakashiAC-B11;o__;f__;g__;s__
OTU_2994	2	0	2	9	3	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio
OTU_2995	11	6	5	0	0	5	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
OTU_2996	1	6	4	2	0	2	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pir4_lineage
OTU_2997	0	2	0	1	0	3	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
OTU_2998	3	4	5	2	1	4	k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
OTU_2999	0	2	3	1	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Simiduia;s__
OTU_3000	1	1	1	4	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3001	29	0	0	0	0	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter;s__
OTU_3002	3	3	4	5	1	2	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Thermobifida
OTU_3003	2	2	3	1	0	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria
OTU_3004	1	2	0	2	2	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3005	0	6	0	2	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unidentified_Rhodospirillales;g__Candidatus_Alysiosphaera;s__
OTU_3006	2	1	1	1	1	1	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__;g__;s__
OTU_3007	9	5	9	10	14	8	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia;s__
OTU_3008	1	2	6	0	2	2	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__
OTU_3009	2	3	0	0	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_3010	10	10	6	2	6	7	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_3011	0	1	2	4	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
OTU_3012	0	2	0	0	0	3	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_3013	1	1	1	3	1	6	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_3014	0	2	3	3	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3015	0	15	3	2	2	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
OTU_3016	5	11	11	4	4	3	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__
OTU_3017	9	20	12	12	3	4	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__unidentified_Acidobacteria;g__Blastocatella;s__
OTU_3018	0	0	5	0	4	2	k__Bacteria;p__Bacteroidetes
OTU_3019	4	8	8	13	8	6	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
OTU_3020	0	2	3	1	2	1	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
OTU_3021	1	0	0	1	0	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetitomaculum;s__
OTU_3022	3	1	6	2	1	2	k__Bacteria;p__Hydrogenedentes
OTU_3023	2	2	0	0	0	1	k__Bacteria
OTU_3024	4	1	1	2	9	5	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_3025	0	6	0	0	0	2	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
OTU_3026	0	7	5	1	1	3	k__Bacteria
OTU_3027	0	0	0	0	1	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_3028	78	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Eubacterium_coprostanoligenes_group;s__
OTU_3029	1	4	3	0	0	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Starkeya;s__
OTU_3030	1	2	2	0	2	3	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parafilimonas;s__
OTU_3031	4	2	3	1	3	2	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
OTU_3032	2	2	4	0	2	4	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3033	6	2	9	7	3	2	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces
OTU_3034	0	0	0	2	1	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unidentified_Rhodospirillales;g__Reyranella;s__
OTU_3035	1	5	1	1	2	3	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
OTU_3036	2	6	5	8	2	2	k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
OTU_3037	5	2	9	3	7	8	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__PHOS-HE51;g__;s__
OTU_3038	6	17	18	14	13	11	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__
OTU_3039	1	0	2	2	3	4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_3040	2	1	0	3	1	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__
OTU_3041	0	0	0	6	2	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_3042	0	2	1	5	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_3043	4	2	11	6	4	4	k__Bacteria
OTU_3044	3	1	0	1	3	2	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_3045	4	4	1	1	3	3	k__Bacteria
OTU_3046	4	4	6	3	6	2	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus
OTU_3047	0	0	0	1	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII
OTU_3048	0	5	3	2	3	4	k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
OTU_3049	1	14	1	0	2	4	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
OTU_3050	0	0	0	1	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_3;f__unidentified_Acidobacteria;g__Candidatus_Solibacter
OTU_3051	94	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__
OTU_3052	0	0	0	0	1	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group;g__;s__
OTU_3053	3	2	2	2	3	2	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_3054	1	0	1	0	1	4	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
OTU_3055	1	5	2	1	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__Planctomyces_sp._423
OTU_3056	0	1	0	2	0	4	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium_1;s__Corynebacterium_kroppenstedtii
OTU_3057	2	0	2	6	1	0	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__unidentified_Chloroplast;f__unidentified_Chloroplast;g__unidentified_Chloroplast
OTU_3058	0	2	0	1	0	1	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_3059	0	4	1	1	3	1	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_plantarum
OTU_3060	22	11	11	17	11	12	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
OTU_3061	0	1	1	0	1	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
OTU_3062	2	0	9	1	1	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AT-s3-44;g__;s__
OTU_3063	2	5	1	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__;s__
OTU_3064	18	32	27	40	29	23	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter
OTU_3065	0	0	0	2	2	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_3066	32	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetitomaculum;s__
OTU_3067	0	2	1	1	2	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
OTU_3068	1	1	1	0	3	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unidentified_Rhodospirillales;g__Candidatus_Alysiosphaera;s__
OTU_3069	1	1	0	1	4	1	k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__;g__;s__
OTU_3070	1	5	0	3	0	4	k__Bacteria;p__Chloroflexi
OTU_3071	2	2	2	4	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__;s__
OTU_3072	1	1	0	1	3	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__;g__;s__
OTU_3073	0	3	5	1	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3074	2	0	2	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia
OTU_3075	8	11	12	8	7	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia
OTU_3076	0	0	0	11	0	1	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter;s__
OTU_3077	2	1	3	0	1	2	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3078	4	3	2	2	2	3	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__PHOS-HE51;g__;s__
OTU_3079	7	14	6	1	6	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
OTU_3080	1	1	0	0	1	1	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
OTU_3081	0	0	0	2	1	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_3082	1	2	3	1	4	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
OTU_3083	24	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio;s__
OTU_3084	0	2	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__unidentified_Oligoflexaceae
OTU_3085	0	3	2	1	1	1	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__Parasutterella_secunda
OTU_3086	0	3	3	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia
OTU_3087	1	3	2	3	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__
OTU_3088	0	0	1	7	1	5	k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_RFP12_gut_group;o__;f__;g__;s__
OTU_3089	3	1	1	0	0	1	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_3090	3	0	1	4	1	0	k__Bacteria;p__Lentisphaerae
OTU_3091	0	3	0	2	1	3	k__Bacteria;p__Armatimonadetes
OTU_3092	0	0	0	2	4	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__
OTU_3093	7	7	4	3	1	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_3;f__unidentified_Acidobacteria;g__Bryobacter;s__
OTU_3094	0	1	3	1	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_3095	0	1	1	0	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3096	0	0	1	1	2	2	k__Bacteria;p__Bacteroidetes
OTU_3097	2	5	7	2	2	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter;s__
OTU_3098	1	2	4	0	2	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__unidentified_Acidobacteria;g__Blastocatella;s__
OTU_3099	0	3	1	2	2	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3100	2	0	0	0	0	1	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
OTU_3101	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
OTU_3102	0	0	1	9	0	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium
OTU_3103	7	10	5	1	3	3	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__0319-6M6;g__;s__
OTU_3104	1	3	0	2	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_3105	1	0	2	1	3	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
OTU_3106	1	1	4	3	0	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;s__
OTU_3107	13	23	18	16	7	9	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_3108	0	0	1	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae
OTU_3109	2	2	2	0	3	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
OTU_3110	0	0	0	0	2	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-014;s__
OTU_3111	0	0	1	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__;s__
OTU_3112	2	2	4	1	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_3113	1	2	1	0	1	2	k__Bacteria;p__Acidobacteria;c__Subgroup_22;o__;f__;g__;s__
OTU_3114	0	2	1	1	1	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_3115	7	18	15	15	4	7	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__
OTU_3116	1	1	0	1	1	2	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
OTU_3117	0	0	0	1	1	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;s__agricultural_soil_bacterium_SC-I-15
OTU_3118	3	7	0	5	2	2	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__AT-s3-28;f__;g__;s__
OTU_3119	0	2	3	4	0	2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
OTU_3120	0	0	0	1	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_3121	1	3	3	3	2	1	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__YNPFFP1
OTU_3122	5	10	10	4	2	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
OTU_3123	0	2	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
OTU_3124	3	3	4	2	1	4	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
OTU_3125	14	10	22	20	7	9	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
OTU_3126	0	0	0	1	11	1	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;f__;g__;s__
OTU_3127	1	0	1	2	0	1	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_3128	1	3	1	1	2	1	k__Bacteria
OTU_3129	0	0	2	0	1	3	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__Hydrogenophaga_intermedia
OTU_3130	0	1	1	0	0	0	k__Bacteria;p__WD272;c__;o__;f__;g__;s__
OTU_3131	5	6	4	0	2	2	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
OTU_3132	6	3	0	0	1	0	k__Bacteria;p__Latescibacteria;c__;o__;f__;g__;s__
OTU_3133	7	6	8	11	30	15	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
OTU_3134	0	1	0	0	1	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales
OTU_3135	0	2	3	1	3	2	k__Bacteria
OTU_3136	1	1	1	2	3	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_3137	0	1	2	0	1	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__
OTU_3138	1	0	1	1	4	1	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS_17;g__;s__
OTU_3139	0	1	1	2	0	1	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
OTU_3140	2	4	1	2	1	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
OTU_3141	3	1	4	0	1	1	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__
OTU_3142	0	2	2	1	0	2	k__Bacteria
OTU_3143	1	0	1	2	2	1	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
OTU_3144	11	0	0	9	1	3	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;f__;g__;s__
OTU_3145	14	14	12	20	10	17	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
OTU_3146	2	8	9	1	0	5	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__FFCH11981;f__;g__;s__
OTU_3147	0	1	1	2	2	2	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__
OTU_3148	6	0	2	0	1	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_3149	0	1	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
OTU_3150	0	0	1	1	0	1	k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__;s__
OTU_3151	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia
OTU_3152	4	5	1	11	1	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__DS-100;g__;s__
OTU_3153	0	0	1	1	0	0	k__Bacteria;p__WD272;c__;o__;f__;g__;s__
OTU_3154	17	30	20	21	18	20	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
OTU_3155	1	1	1	0	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__RB446;g__;s__
OTU_3156	3	5	4	0	4	5	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__KD3-93;g__;s__
OTU_3157	0	2	0	2	2	3	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12_marine_group;g__;s__
OTU_3158	1	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__RB41;g__;s__
OTU_3159	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__unidentified_Xanthomonadales;g__Acidibacter
OTU_3160	1	2	1	0	1	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__
OTU_3161	1	0	1	3	1	4	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae
OTU_3162	0	3	0	1	0	0	k__Bacteria;p__Saccharibacteria;c__unidentified_Saccharibacteria;o__unidentified_Saccharibacteria;f__unidentified_Saccharibacteria;g__Candidatus_Saccharimonas;s__
OTU_3163	7	8	5	5	4	3	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;s__
OTU_3164	4	2	1	1	1	2	k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
OTU_3165	0	2	2	1	1	6	k__Bacteria
OTU_3166	3	0	0	1	0	1	k__Bacteria;p__Thermotogae;c__unidentified_Thermotogae;o__Thermotogales;f__Thermotogaceae;g__GAL15;s__
OTU_3167	2	0	1	1	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_3168	6	5	17	7	8	3	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
OTU_3169	0	0	0	4	3	1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Eubacterium_coprostanoligenes_group;s__
OTU_3170	1	0	1	0	1	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_3171	0	1	1	2	1	2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum;s__
